Compound_Score,Negative_Score,Neutral_Score,News_Source,Positive_Score,Tweet_Text,Tweets_Ago
0.0,0.0,1.0,@CBSNews,0.0,Czech President Milos Zeman to face runoff election https://t.co/nNFPWliRTH https://t.co/8cdAbUbrjQ,79
0.0,0.0,1.0,@CBSNews,0.0,Chelsea Manning files to run for Senate in Maryland https://t.co/SD26zSBIJU https://t.co/Gygzfqhh8Z,80
-0.6486,0.249,0.751,@CBSNews,0.0,Body cam video shows inside Arizona cabin where family was found dead https://t.co/VuEgUf9gM5 https://t.co/Ea6BsiNMVY,81
-0.5574,0.247,0.753,@CBSNews,0.0,"Keith Jackson, legendary college football announcer, has died at 89 https://t.co/fFrVljYKex https://t.co/u7znCBB8Dx",82
0.0,0.0,1.0,@CBSNews,0.0,Questions about President Trump overtake Republican Sen. Chuck Grassley's event in Iowa https://t.co/4R6LGeob5n https://t.co/Nkgg4Opvav,83
0.0,0.0,1.0,@CBSNews,0.0,Students who took couple's honeymoon story to heart take action https://t.co/4jgWsI9cVr https://t.co/XYZPvTEuQT,84
0.0,0.0,1.0,@CBSNews,0.0,"Meet the women who made Pentagon Papers drama ""The Post"" possible https://t.co/aH8lTBB5ee https://t.co/W8gegiNACs",85
-0.3182,0.201,0.67,@CBSNews,0.128,"Doreen Tracey, one of the original Disney Mouseketeers, has died at 74 https://t.co/ub7YLtq9AN https://t.co/2UuYcciuIA",86
-0.4019,0.283,0.576,@CBSNews,0.141,"Police plead for help finding missing infant twins as ""uncooperative"" parents jailed https://t.co/Zszt0lXR9U https://t.co/eTaiP7UCdA",87
0.3818,0.0,0.822,@CBSNews,0.178,Federal government says it will accept DACA applications after court order https://t.co/mYmMQ4WsKe https://t.co/DuiLZab2zc,88
-0.0516,0.154,0.705,@CBSNews,0.141,Hawaii missile alert: FCC launches investigation into false ballistic missile warning https://t.co/LQEML2OdxD https://t.co/6EoqkxVFWY,89
0.0,0.0,1.0,@CBSNews,0.0,What's the net impact of Walmart raising wages but closing Sam's Clubs? https://t.co/8abBOKVbXL https://t.co/CdrTTmGuuS,90
-0.8625,0.516,0.484,@CBSNews,0.0,Father who claimed girl choked on milk charged with murder https://t.co/SyDA3i0jDe https://t.co/sgi5wovtae,91
0.0,0.0,1.0,@CBSNews,0.0,New details in police chase of Greyhound bus with 40 people on board https://t.co/4Mn5PfLWUk https://t.co/HhL5QwLOOb,92
0.0,0.0,1.0,@CBSNews,0.0,Winter storm slams Tennessee and Kentucky https://t.co/LVv93uGeMH https://t.co/CtPiAw6n0D,93
-0.3818,0.224,0.776,@CBSNews,0.0,2018 flu season appears to hit deadly peak https://t.co/cVaq2tYvUC https://t.co/bRisti0APj,94
-0.6486,0.301,0.699,@CBSNews,0.0,2 children among the dead in triple homicide in Nashville https://t.co/S2piHLzfWr https://t.co/rhSFaQyNVd,95
0.0,0.0,1.0,@CBSNews,0.0,"Police: Aryan Nations gang member shot officer with shotgun in Tennessee, fled https://t.co/a9xmluApjM https://t.co/5YZwVsMNXR",96
-0.6124,0.267,0.733,@CBSNews,0.0,"African ambassadors to U.N. call President Trump's remark ""outrageous, racist"" https://t.co/TXX8ViphgK https://t.co/64NPV2QcjU",97
-0.5994,0.302,0.698,@CBSNews,0.0,Death toll rises to 19 in Montecito mudslides https://t.co/emRLNCVYO9 https://t.co/eXOjsD5VMN,98
0.0,0.0,1.0,@CBSNews,0.0,H&amp;M stores in South Africa stormed over monkey hoodie https://t.co/qQq5uOIG5t https://t.co/OCZUXYQeUI,99
0.0,0.0,1.0,@CBSNews,0.0,Is your local Sam's Club closing? Check the reported closures list https://t.co/Q3WAQ1A1k0 https://t.co/OrDarAI9JG,100
-0.6124,0.333,0.667,@CNN,0.0,Iceland made it illegal to pay women less than men https://t.co/sXpcdm3LZ0 https://t.co/TZtIPzSRV8,1
0.0,0.0,1.0,@CNN,0.0,High-level officials from North and South Korea are meeting again Monday -- a follow-up to last week's diplomatic b… https://t.co/eqwHsPRxAS,2
0.0,0.0,1.0,@CNN,0.0,"Engineers sue Google, alleging that it discriminates against conservatives, white people and men… https://t.co/yixAiMEcPo",3
0.5719,0.0,0.734,@CNN,0.266,Here is what it was like getting a false missile alert in Hawaii https://t.co/9nf6BXG20n (via @CNNOpinion),4
0.0772,0.0,0.925,@CNN,0.075,Palestinian Authority President Mahmoud Abbas appears to have confirmed reports that the Trump administration has e… https://t.co/8dq8El6pT2,5
0.4973,0.0,0.861,@CNN,0.139,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/MtlXANYUbc",6
-0.4939,0.225,0.775,@CNN,0.0,Reuters chief says journalists jailed in Myanmar need the public https://t.co/AqoUUA021H https://t.co/Mb9DksdwZN,7
-0.7506,0.303,0.697,@CNN,0.0,Iran has released more than 400 people detained in anti-government protests that broke out across the country in la… https://t.co/JWjB2FnbeX,8
0.0,0.0,1.0,@CNN,0.0,Diet Coke is introducing four new flavors and a skinnier can in a move targeted at Millennials… https://t.co/AJCy2ZDJEW,9
-0.2023,0.114,0.886,@CNN,0.0,NBA Hall of Famer Dennis Rodman has been charged with DUI in California https://t.co/jUCB6rZpuZ https://t.co/oQ1MzmmfBi,10
-0.4939,0.211,0.789,@CNN,0.0,This is how people in Hawaii reacted to the missile scare https://t.co/RGxi6lzXEz https://t.co/7wbiOuYRPf,11
0.0,0.0,1.0,@CNN,0.0,Oil tanker burning in the East China Sea sinks https://t.co/fXyBozdAy7 https://t.co/TDxiPF4m3K,12
0.6209,0.066,0.701,@CNN,0.233,"As a citizen of Norway, I can tell you we're not flattered, but offended by President Trump's eagerness to have us… https://t.co/ABxifbiD8Y",13
-0.34,0.136,0.794,@CNN,0.07,"Former US Defense Secretary Chuck Hagel called President Donald Trump ""an embarrassment"" and said he ""is doing grea… https://t.co/RBu9ly88f8",14
0.6369,0.0,0.704,@CNN,0.296,Here's a 2018 guide to Macau's best casinos https://t.co/NxOy7F0bLZ via @CNNTravel https://t.co/qiKuWFw8sY,15
-0.4019,0.231,0.769,@CNN,0.0,Pope Francis faces tensions on South America trip https://t.co/fgCzAXzNp2 https://t.co/nWNbl5PRMN,16
0.0,0.0,1.0,@CNN,0.0,The NFL playoff game between the Pittsburgh Steelers and Jacksonville Jaguars went off without a hitch Sunday after… https://t.co/W8Cxr9AyxG,17
-0.4404,0.139,0.861,@CNN,0.0,Republican Sen. Jeff Flake expected to deliver floor speech comparing Donald Trump's attacks on media to the rhetor… https://t.co/YdvUmj4SWe,18
0.7506,0.0,0.766,@CNN,0.234,"Pope Francis' trip to South America this week is supposed to be all about peace, unity and hope. But the pontiff co… https://t.co/7ahjjpVlOA",19
-0.5423,0.41,0.432,@CNN,0.158,What went wrong with Hawaii's false emergency alert https://t.co/fjy61y5FMG,20
0.0,0.0,1.0,@CNN,0.0,Lawmakers bemoan backlash over President Trump's comments amid bipartisan push for DACA deal https://t.co/D7aieSPe9j https://t.co/GhpLsBugxt,21
-0.6908,0.231,0.769,@CNN,0.0,This is how the missile detection and emergency messaging systems are supposed to work — and what went wrong in Haw… https://t.co/7iVBPidjFw,22
0.0,0.0,1.0,@CNN,0.0,"'This place is a shithole' projected onto Trump hotel, with emojis https://t.co/DWVdDmSPUk",23
0.1779,0.0,0.909,@CNN,0.091,"A growing movement is targeting single-use plastic straws, which are not recyclable and often end up littering the… https://t.co/IdAcBXI7vh",24
0.0,0.0,1.0,@CNN,0.0,"Donald Trump owes each and every American money, writes Dean Obeidallah for @CNNOpinion https://t.co/m6JA2YQRuw https://t.co/HIKd2YKp2g",25
0.0772,0.0,0.925,@CNN,0.075,Palestinian Authority President Mahmoud Abbas appears to have confirmed reports that the Trump administration has e… https://t.co/IarWjcTR36,26
0.296,0.0,0.891,@CNN,0.109,"""They made a mistake."" Donald Trump makes first comments about the false ballistic missile alert sent out by Hawaii… https://t.co/h2DXwJFtX2",27
-0.6705,0.243,0.757,@CNN,0.0,Nearly 180 people have been killed in Syria's Eastern Ghouta in two weeks https://t.co/h12qDm3sdI https://t.co/H47o7fn2u4,28
0.4215,0.0,0.882,@CNN,0.118,"A member of Qatar's royal family has said he is being held against his will in the United Arab Emirates, a claim di… https://t.co/oZpLazCALD",29
0.0,0.0,1.0,@CNN,0.0,US President Donald Trump defended himself on Sunday night after several days of controversy over his remarks about… https://t.co/fDuwcKRkc9,30
0.0,0.0,1.0,@CNN,0.0,A bipartisan group of New Jersey elected officials has teamed up to oppose President Trump's offshore drilling prop… https://t.co/CGFm69CuTg,31
0.4973,0.0,0.861,@CNN,0.139,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/lVHf3DgznS",32
-0.4404,0.146,0.854,@CNN,0.0,Republican Sen. Jeff Flake of Arizona is expected to deliver a floor speech comparing President Trump's attacks on… https://t.co/vgFoMBXH6Z,33
0.1027,0.125,0.729,@CNN,0.146,"Passengers swim to safety after fire on casino shuttle boat north of Tampa, Florida https://t.co/cL1r0pLwhh https://t.co/bvSiNqZt64",34
0.0,0.0,1.0,@CNN,0.0,Facebook COO Sheryl Sandberg and Twitter CEO Jack Dorsey are off Disney's board https://t.co/U8ju0MmpcP https://t.co/nupNfNTEpB,35
0.6209,0.066,0.701,@CNN,0.233,"As a citizen of Norway, I can tell you we're not flattered, but offended by President Trump's eagerness to have us… https://t.co/xfkngzkOJ5",36
0.1531,0.0,0.897,@CNN,0.103,"Republican Rep. Trey Gowdy steps down from the House Ethics Committee, citing ""challenging workload""… https://t.co/P6KESVqIna",37
0.4019,0.0,0.863,@CNN,0.137,"Former Secretary of State Condoleezza Rice says ""nobody should try to impede"" special counselor Robert Mueller's in… https://t.co/XJhwoPl8b9",38
0.5719,0.0,0.734,@CNN,0.266,Here is what it was like getting a false missile alert in Hawaii https://t.co/Fdb5p3gkB8 (via @CNNOpinion),39
-0.4215,0.26,0.63,@CNN,0.11,Former President Bill Clinton has denied accusations that his charity used donations for Haiti to pay for his daugh… https://t.co/QMdhhtwj2s,40
-0.1779,0.204,0.637,@CNN,0.159,What it was like in Hawaii during the missile scare https://t.co/3LvS91y137 https://t.co/g3Cw5D8U0r,41
0.4939,0.0,0.856,@CNN,0.144,"Former Massachusetts Gov. Mitt Romney texted a friend that he plans to run for Senate this year, according to a new… https://t.co/R8RHd5PGWJ",42
0.0,0.0,1.0,@CNN,0.0,"Bill Murray debuts his Steve Bannon on ""SNL"" https://t.co/t7fEoWSvfv https://t.co/JHHg3LDfMy",43
0.0,0.0,1.0,@CNN,0.0,Ford brings back the Ranger https://t.co/jsXQSDFQkl https://t.co/LpV0jNTNC0,44
-0.34,0.112,0.888,@CNN,0.0,"FCC Chairman Ajit Pai says an investigation into Hawaii's false missile alarm already is showing the state lacked ""… https://t.co/VRnQ8zSMkN",45
0.0,0.0,1.0,@CNN,0.0,Oil tanker burning in the East China Sea sinks https://t.co/1euEe3p3y3 https://t.co/QUDB7SLb4J,46
-0.2023,0.114,0.886,@CNN,0.0,NBA Hall of Famer Dennis Rodman has been charged with DUI in California https://t.co/SC7WVnV5mv https://t.co/UXDeY8UTdY,47
0.0,0.0,1.0,@CNN,0.0,"""The Handmaid's Tale"" season 2 has a premiere date https://t.co/tsr3hqVPP1 https://t.co/Jfd9dryyZd",48
0.0,0.0,1.0,@CNN,0.0,"Former Secretary of State Condoleezza Rice says North Korean leader Kim Jong Un is ""turning out, much more so than… https://t.co/IugCXWZdrK",49
-0.6908,0.251,0.749,@CNN,0.0,"Iranian President Hassan Rouhani says President Trump ""failed"" to kill off nuclear deal https://t.co/ie86Cf9DRu https://t.co/a1z7oSG0ln",50
-0.7579,0.302,0.698,@CNN,0.0,At least 20 people are dead and others still are missing after mudslides in Southern California… https://t.co/U41PcnfZht,51
-0.2263,0.16,0.84,@CNN,0.0,Tunisia plans social reforms in the wake of protests https://t.co/uTraFXWzLL https://t.co/wQmR2eFtbR,52
-0.0772,0.157,0.843,@CNN,0.0,A deadly earthquake has shaken southern Peru https://t.co/f8ViS6UPT5 https://t.co/s8A2ivDlAD,53
-0.4939,0.151,0.849,@CNN,0.0,The Israeli military says it has destroyed a mile-long tunnel that stretched from Gaza under Israel and into Egypt… https://t.co/LG3UgVMfc6,54
0.0,0.0,1.0,@CNN,0.0,He's from El Salvador. They're American. President Trump could separate them. https://t.co/OvJP8k1bHU https://t.co/rRQ6ri7xdS,55
0.717,0.0,0.685,@CNN,0.315,"Don't be fooled. Wall Street, not Main Street, is the big tax winner. https://t.co/zk9AqIAUDQ https://t.co/S3ukij0Cpr",56
0.0,0.0,1.0,@CNN,0.0,"Bobby Zarin, the husband of former ""The Real Housewives of New York City"" cast member, dies at 71… https://t.co/AwSDzy82zA",57
-0.34,0.146,0.854,@CNN,0.0,"Democratic Rep. Tulsi Gabbard says the false ballistic missile warning in Hawaii was ""unacceptable""… https://t.co/kHHpFrh498",58
-0.6486,0.323,0.677,@CNN,0.0,"President Trump tweets that ""DACA is probably dead"" https://t.co/S3ltZk6F8Z https://t.co/vPh2oQy8gL",59
-0.4588,0.158,0.842,@CNN,0.0,The White House has attacked the Wall Street Journal over an interview with President Trump https://t.co/i29jaWA1IA https://t.co/YJozfX2soe,60
0.0,0.0,1.0,@CNN,0.0,"Republican Sen. David Perdue says President Trump didn't use the phrase ""shithole countries"" during a meeting with… https://t.co/OEefLfAHVy",61
0.3612,0.0,0.884,@CNN,0.116,"""[President Trump has] to understand this is a grown-up job, and he's got to start acting like it."" Former Virginia… https://t.co/exca8uuMDt",62
0.0,0.0,1.0,@CNN,0.0,"Democratic Rep. John Lewis calls President Trump ""racist"" and says he won't vote on government funding without DACA… https://t.co/mLplHlthib",63
0.4404,0.0,0.813,@CNN,0.187,"It's important for news audiences to hear certain words in association with President Trump, writes Jeff Yang for… https://t.co/mpxMdRieqd",64
0.4588,0.098,0.714,@CNN,0.188,"""I can't defend the indefensible."" Republican Rep. Mia Love, the first Haitian-American elected to Congress, says P… https://t.co/yPnwiMz2Ib",65
-0.1531,0.082,0.918,@CNN,0.0,".@FareedZakaria on Trump: ""We appear to have returned to the 1920s. An era of unrestrained capitalism, giddy market… https://t.co/WzxflpapIp",66
0.0772,0.0,0.925,@CNN,0.075,".@jaketapper: Are you going to challenge Trump in 2020?

@TerryMcAuliffe: “I’m doing a big project on redistricting… https://t.co/B2ON5LxZRJ",67
0.34,0.0,0.862,@CNN,0.138,".@jaketapper: “Do you think President Trump is a racist?”

Former Virginia Gov. @TerryMcAuliffe: “I certainly think… https://t.co/yIqzFvlA0k",68
-0.5267,0.185,0.815,@CNN,0.0,"Former Virginia Gov. Terry McAuliffe on President Trump’s immigration comments: “Disgraceful, disgusting. He just c… https://t.co/RGOEtY7wRR",69
-0.3182,0.176,0.705,@CNN,0.119,".@jaketapper: “Were the comments racist, do you think?”

@RepMiaLove: “Well, I think they were, yes. I think they w… https://t.co/VQfIAJKYoR",70
0.4588,0.094,0.726,@CNN,0.179,"Haitian-American GOP Rep. Mia Love on President Trump’s immigration comments: ""At this point we can't look to Washi… https://t.co/jNo7JeVHSm",71
0.5267,0.082,0.709,@CNN,0.209,GOP Rep. Mia Love on President Trump: “I still think that he should apologize. I think that there are people that a… https://t.co/gycLJk6R57,72
-0.8735,0.369,0.631,@CNN,0.0,"Rep. Tulsi Gabbard: “The fact that these processes failed so epically that caused this trauma, caused this terror a… https://t.co/ecg2MDHKTe",73
-0.4019,0.171,0.829,@CNN,0.0,Hawaii Rep. Tulsi Gabbard on the false missile warning: “This was unacceptable that this happened but it really hig… https://t.co/qrmIaloSqR,74
0.2732,0.0,0.884,@CNN,0.116,"The Trump administration has eliminated or replaced references to climate change, renewable energy and similar topi… https://t.co/7yDrbsWzEW",75
0.0,0.0,1.0,@CNN,0.0,"In a 1999 interview with Larry King, Donald Trump said that his first choice for a running mate would be Oprah Winf… https://t.co/17GVsjc7Q2",76
-0.7269,0.217,0.783,@CNN,0.0,"Dr. Allen Frances on Donald Trump: ""It's an insult to the mentally ill to say that the reason he shouldn't be in of… https://t.co/Hca2Huxxif",77
0.0,0.0,1.0,@CNN,0.0,'The Boondocks' predicted an Oprah 2020 win... 12 years ago https://t.co/EZJ4VF6s3A https://t.co/tgkKE9hWAj,78
-0.1695,0.074,0.926,@CNN,0.0,The US will not be prepared to defend against possible Russian meddling in the 2018 midterm elections or the 2020 p… https://t.co/j3xp6w0g9T,79
-0.4588,0.2,0.8,@CNN,0.0,This teacher stood up at a school board meeting to criticize a superintendent's pay raise. Then she was handcuffed.… https://t.co/HGyOReTPo0,80
0.0,0.0,1.0,@CNN,0.0,A Republican Kansas lawmaker stepped down from a leadership position after he said African-Americans were more susc… https://t.co/N7MCynXktT,81
0.6486,0.0,0.762,@CNN,0.238,"With a net worth of more than $105 billion, Jeff Bezos is now the richest person in history https://t.co/LvbIp13wU5 https://t.co/7JnaQdO7Fv",82
-0.5106,0.148,0.852,@CNN,0.0,"""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-ch… https://t.co/y4rvw4Fsbf",83
0.0,0.0,1.0,@CNN,0.0,"The Trump administration, citing a federal court order, resumes receiving renewal applications for individuals elig… https://t.co/gZsdF9mqHS",84
0.0,0.0,1.0,@CNN,0.0,"Thailand’s prime minister sets up a cardboard cutout of himself at a press event, tells reporters to direct their q… https://t.co/w8xw8YO3AX",85
0.3612,0.0,0.865,@CNN,0.135,"H&amp;M apologizes for using a black child to model a sweatshirt with a ""coolest monkey in the jungle"" slogan… https://t.co/Mgz1ouN9D5",86
-0.128,0.136,0.751,@CNN,0.113,A series of attacks on Catholic churches have prompted Chilean authorities to review security ahead of Pope Francis… https://t.co/DE9nlxPZMG,87
0.2023,0.0,0.899,@CNN,0.101,Pope Francis once again tells breastfeeding moms it's fine to feed hungry babies in church https://t.co/LpzwqMHzZO https://t.co/fbBpVcqrOd,88
0.0,0.0,1.0,@CNN,0.0,The closure of a coal mine near the Pennsylvania-West Virginia border will wipe out many of President Trump's coal… https://t.co/JekK5EMLEF,89
0.0,0.0,1.0,@CNN,0.0,"Thailand’s prime minister sets up a cardboard cutout of himself at a press event, tells reporters to direct their q… https://t.co/Cn5cyOzRAx",90
0.0,0.0,1.0,@CNN,0.0,These lawmakers were in the Trump immigration meeting. Here's what they had to say. https://t.co/nfxkjegA2O https://t.co/vR0lkq6OF4,91
-0.7845,0.266,0.734,@CNN,0.0,"""This is the real face of Donald Trump -- the face of hate, racism"": President Trump's disparaging remarks bring so… https://t.co/4Iz8pT1w2n",92
0.0,0.0,1.0,@CNN,0.0,It snowed in one of the hottest places in the world https://t.co/8W0bKEHehw https://t.co/jliVuTqTIj,93
0.0516,0.155,0.644,@CNN,0.201,"The United States has the worst overall child mortality rate compared with those of 19 other wealthy nations, accor… https://t.co/zwj8tNgyFB",94
0.0,0.0,1.0,@CNN,0.0,"Meet Kathryn Smith, the first woman to become a full-time coach in the NFL.

#BossFiles with @PoppyHarlowCNN: 

Lis… https://t.co/g40ZCqD3qm",95
-0.7096,0.282,0.718,@CNN,0.0,"H&amp;M closes all its stores in South Africa after destructive protesters reportedly swarmed several locations, reacti… https://t.co/iPzvCvVjYL",96
0.0,0.0,1.0,@CNN,0.0,"A man who was involved with neo-Nazi groups and who attended a ""Unite the Right"" rally in Charlottesville has been… https://t.co/jEewU9qm1R",97
0.6486,0.0,0.762,@CNN,0.238,"With a net worth of more than $105 billion, Jeff Bezos is now the richest person in history https://t.co/h02wMDKSCF https://t.co/QrD5y5O5F2",98
-0.5106,0.202,0.798,@CNN,0.0,Mark Wahlberg says he'll donate $1.5 million in Michelle Williams' name following criticism over a gender pay gap f… https://t.co/RhYpBO9BpF,99
0.0,0.0,1.0,@CNN,0.0,"They're nurses, accountants, students.

Some of them come from places that President Trump has reportedly called ""s… https://t.co/BEg2YGq28P",100
-0.3818,0.178,0.822,@FoxNews,0.0,.@JustinTrudeau on Abortion: 'Restricting Women's Rights' Not In Line With Society https://t.co/IluBxuENNq https://t.co/VnxwIlEiIU,1
-0.5574,0.194,0.806,@FoxNews,0.0,".@MarkSKrikorian: ""The average illegal immigrant costs taxpayers, over his lifetime... $75,000 - and that's just th… https://t.co/BTorUZ17zo",2
0.4588,0.0,0.842,@FoxNews,0.158,".@Nissan Chairman Carlos Ghosn: ""As a businessperson I just applaud this economy... You need to give this President… https://t.co/qhuMKmmqcP",3
0.4973,0.0,0.848,@FoxNews,0.152,".@DiamondandSilk: ""@realDonaldTrump is not a racist. He's a realist. And the only color he sees is green and he wan… https://t.co/Ws3F2vRYdP",4
0.0,0.125,0.75,@FoxNews,0.125,".@CortesSteve: Instead of criticizing Trump on immigration issues, we should thank him for doing his job… https://t.co/IqxkPC9sln",5
-0.2924,0.166,0.834,@FoxNews,0.0,".@Varneyco: ""President Trump is not getting the credit that he deserves."" https://t.co/vhprbO6t4z",6
-0.4767,0.162,0.838,@FoxNews,0.0,Poll: Do you think race relations in the U.S. are getting worse or staying the same? https://t.co/6aTtYMHtKF,7
0.0,0.0,1.0,@FoxNews,0.0,First indictment in Uranium One probe. https://t.co/UTTuQiMz1T,8
-0.34,0.118,0.882,@FoxNews,0.0,".@AlvedaCKing: ""Uncle ML, Martin Luther King Jr., was considered to be an agitator, an outsider sometimes - and it… https://t.co/MAngCMLt55",9
-0.3818,0.178,0.822,@FoxNews,0.0,.@JustinTrudeau on Abortion: 'Restricting Women's Rights' Not In Line With Society https://t.co/IluBxuENNq https://t.co/FiPWlBBiZs,10
0.0,0.0,1.0,@FoxNews,0.0,".@DennisPrager: ""Folks on the left are trying to do on the Internet at @Google​-@YouTube... what the left is doing… https://t.co/QfM4WipHvc",11
0.4939,0.0,0.775,@FoxNews,0.225,"On @foxandfriends, @Varneyco praised the economic impact of President @realDonaldTrump. https://t.co/Tq0Mvlvgma https://t.co/JeGOy52MLk",12
-0.4939,0.176,0.824,@FoxNews,0.0,".@NigerInnisCORE: ""It could be a raining thunderstorm outside and @POTUS could give Lewis and 'Mad Max'… https://t.co/eIFGqWvjNa",13
-0.1531,0.19,0.652,@FoxNews,0.158,Poll: Do you think race relations in the U.S. are good or bad? https://t.co/ydWt1XLpQr,14
0.0,0.0,1.0,@FoxNews,0.0,"This morning, President @realDonaldTrump declared that ""DACA is probably dead."" https://t.co/rmJNZSMcH1 https://t.co/iMXz7UKLIg",15
0.3612,0.0,0.884,@FoxNews,0.116,".@DiamondandSilk: ""It sounds like @BarackObama is living on a planet in La La Land. He's the one who's running arou… https://t.co/cSbitN4GZo",16
-0.6124,0.267,0.733,@FoxNews,0.0,"On @FoxNewsSunday, California @AGBecerra stated that President @realDonaldTrump is a racist. https://t.co/uWy1ElA9il https://t.co/6BZiApqAL4",17
-0.7048,0.218,0.782,@FoxNews,0.0,"Joe Arpaio on running for Senate in Arizona: ""I never had a hero, it took me 75 years to find a hero, and that's… https://t.co/3ikhbqRzNq",18
0.0,0.0,1.0,@FoxNews,0.0,"Drugged driver crashes car into second story of California building, officials say https://t.co/wUmpA3CPHT",19
-0.296,0.167,0.833,@FoxNews,0.0,Georgia high school janitor accused of spying on girl's locker room https://t.co/noz0j8ezp2,20
0.1531,0.0,0.882,@FoxNews,0.118,"Palestinian leader Abbas rips Trump, vows 'we will slap back' at president https://t.co/9jOdqPJCKb",21
-0.079,0.116,0.884,@FoxNews,0.0,Thai junta boss eyes staying on with little stopping him https://t.co/wnTAXck6Qy,22
0.0,0.0,1.0,@FoxNews,0.0,"Rescuers search homes off East Valley Road in Montecito, California after deadly mudslides pummeled parts of Southe… https://t.co/TFhJjYDoUc",23
-0.7579,0.371,0.629,@FoxNews,0.0,Hawaii's false missile threat: Worker who pushed wrong button to be reassigned https://t.co/eHb9oquMzb,24
-0.4215,0.196,0.714,@FoxNews,0.089,"GOP senator Perdue comes to Trump's defense after 's---hole' outcry, questions Durbin's credibility https://t.co/27zpSBRH9l",25
0.0,0.125,0.75,@FoxNews,0.125,".@CortesSteve: Instead of criticizing @realDonaldTrump on immigration issues, we should thank him for doing his job https://t.co/0veqK9tX4p",26
0.0,0.0,1.0,@FoxNews,0.0,"RT @FoxNewsResearch: ISIS-related cases in the U.S. →
•42% of cases involved individuals born outside U.S.
•Most common countries of origin…",27
0.1139,0.0,0.929,@FoxNews,0.071,JANUARY 20th: @TeamCavuto is LIVE in Washington for 2 hours - Don't miss #Cavuto Live every Saturday from 10a to 12… https://t.co/BpGDGHakWQ,28
-0.6908,0.322,0.678,@FoxNews,0.0,Liam Neeson sees 'a bit of a witch hunt' in Hollywood's sexual misconduct scandals https://t.co/lEs1xT2eu8,29
0.0,0.0,1.0,@FoxNews,0.0,Medieval Times introduces female lead for first time in 34-year history https://t.co/vAd5UOTRZu,30
0.0,0.0,1.0,@FoxNews,0.0,Koreas discuss Northern art troupe's planned visit during Olympics https://t.co/6YDNdPJYKq,31
0.0,0.0,1.0,@FoxNews,0.0,".@ConanOBrien jabs @realDonaldTrump, announces he's taking his show to Haiti https://t.co/JlPGH4gvzM",32
0.0,0.0,1.0,@FoxNews,0.0,".@LucyFlores on DACA: ""You're not against Dreamers because you're not for spending unnecessary tax dollars... what… https://t.co/J7w7vLw0Uc",33
-0.1154,0.083,0.854,@FoxNews,0.063,".@jasoninthehouse on DACA: ""I do think think we can actually solve these problems but the Democrats have gotta be t… https://t.co/WjiGLFq48e",34
-0.7845,0.33,0.67,@FoxNews,0.0,.@realDonaldTrump denied claims that he's a racist following allegations of a vulgar comment that lawmakers said he… https://t.co/BXbV7lYAGA,35
0.0,0.0,1.0,@FoxNews,0.0,".@jasoninthehouse: ""The fact that [@POTUS] is actually talking about [DACA] and the Democrats don't even wanna show… https://t.co/8WXJmMPLTQ",36
0.5423,0.0,0.769,@FoxNews,0.231,".@LisaMarieBoothe on DACA: ""Democrats and [@POTUS] are pretty far apart about what they want to accomplish.""… https://t.co/NI1ORHba65",37
-0.3818,0.224,0.776,@FoxNews,0.0,Minnesota Vikings shock New Orleans Saints with final-play TD https://t.co/bdbAPyi6d9,38
-0.6705,0.333,0.667,@FoxNews,0.0,"Aziz Ansari responds to accusation of sexual harassment by NYC woman, 23 https://t.co/UO4X2TcGei",39
0.5719,0.0,0.802,@FoxNews,0.198,"Civil Rights Attorney Leo Terrell: ""Middle America loves @Oprah, and that's Donald #Trump's biggest fear.""… https://t.co/JPAwGvUyTh",40
0.6908,0.0,0.759,@FoxNews,0.241,".@RedPillBlack: ""I don't think the Democratic Party cares so much what [@Oprah] knows, they think about what she re… https://t.co/Ljg0gXHGvc",41
0.4585,0.074,0.73,@FoxNews,0.196,".@POTUS says Dems don't want to make DACA deal, adds he's 'not a racist' https://t.co/fazwUGaT6N",42
-0.0516,0.145,0.723,@FoxNews,0.133,Jim Carrey and other stars share updates from Hawaii following ballistic-missile false alarm https://t.co/KSNTUmFT0R,43
0.0,0.0,1.0,@FoxNews,0.0,"Civil Rights Attorney Leo Terrell: ""@Oprah has likability. In the last 24 hours, Donald #Trump doesn't have that. T… https://t.co/bLskyWYGO7",44
0.2598,0.0,0.898,@FoxNews,0.102,"OPINION: Baby steps, America. The 'but so-and-so did it first!' defense is for toddlers, not national discourse (vi… https://t.co/p7SeibPV3G",45
0.0,0.0,1.0,@FoxNews,0.0,Canada's Trudeau: 'Removing Access to Abortion' Not In Line With Society https://t.co/IluBxuncVS,46
0.0,0.0,1.0,@FoxNews,0.0,University to review appearance by @benshapiro https://t.co/yCReTZKZWn,47
0.6124,0.0,0.789,@FoxNews,0.211,".@GaryKaltbaum: ""This whole tax thing has been not just a home run, but a grand slam."" https://t.co/VDfTaaDh50 https://t.co/LGawc1qnBI",48
-0.3182,0.192,0.72,@FoxNews,0.088,Casino boat catches fire off Florida with 50 passengers aboard https://t.co/cvTRuWVaoe,49
